file,R,S,M,Y,C,L,MES_60,n_frames,duration_s
Moguls_Frauen_Final_2_12_HD_poses.csv,0.728482487103041,0.4706791560601933,0.8890725962218894,0.8305730891819267,0.26604334579566014,0.5555555555555556,37.404062299182655,109,4.4
Moguls_Frauen_Final_1_17_HD_poses.csv,0.8025797237089923,0.47977227099722286,0.8720678465313312,0.8414599641610909,0.07767974293604282,0.6407766990291262,37.143362473638064,104,4.2
Moguls_Frauen_Final_1_14_HD_poses.csv,0.7315812765265599,0.554710828281268,0.9069102618034833,0.7322741285273905,0.11841225747766286,0.6454545454545455,36.8934329807091,111,4.4
Moguls_Männer_Final_1_04_HD_poses.csv,0.8236165792623606,0.4486481047973633,0.8635897337577975,0.4232157733962828,0.4995949527572811,0.6296296296296297,36.882947736007154,82,3.3
Moguls_Frauen_Final_1_03_HD_poses.csv,0.6874765222943962,0.6151473584626281,0.8817023575353057,0.5688121402407096,0.29060887558157245,0.6390977443609023,36.82844998475514,134,5.4
Moguls_Männer_Final_2_02_HD_poses.csv,0.27778119658928857,0.519425126446855,0.9154170372659446,0.9066050065346429,0.3621659795978007,0.6293103448275862,36.107046912621186,117,4.7
Moguls_Männer_Final_1_15_HD_poses.csv,0.5516573282075476,0.5530284553019977,0.8851726426714331,0.7189706878204472,0.2345028082401631,0.6592178770949721,36.02549799336561,180,7.2
Moguls_Frauen_Final_1_07_HD_poses.csv,0.40134121861744365,0.5043264316438605,0.8512566811249918,0.8650784690075691,0.276373963660701,0.6428571428571428,35.41233906911709,113,4.5
Moguls_Männer_Final_2_03_HD_poses.csv,0.4253559789949781,0.5165377821079629,0.8592772342459956,0.9928380187416329,0.06370278602147525,0.6785714285714286,35.36283228683473,113,4.5
Moguls_Männer_Final_1_18_HD_poses.csv,0.32828156505010675,0.38457884836875167,0.8674039702725144,0.9372916666666716,0.3945965365183576,0.6176470588235294,35.297996456999314,103,4.1
Moguls_Männer_Final_1_10_HD_poses.csv,0.6335171815778998,0.5354272064399019,0.8870318746714532,0.37672483025479686,0.4066814562080843,0.6610169491525424,35.00399498304678,119,4.8
Moguls_Männer_Final_1_20_HD_poses.csv,0.5580582617584078,0.44142303841999986,0.8635171763585487,0.687758620689653,0.20841229692135163,0.7313432835820896,34.90512677730051,68,2.7
Moguls_Männer_Final_1_11_HD_poses.csv,0.4838927713107495,0.4638835307816612,0.8572898037028449,0.6313905930470515,0.24626524012473006,0.7029702970297029,33.8569223599674,102,4.1
Moguls_Frauen_Final_1_13_HD_poses.csv,0.6586127340561818,0.3479734039830762,0.8869979908732106,0.8842186819040267,0.0,0.5961538461538461,33.73956656970341,105,4.2
Moguls_Männer_Final_1_05_HD_poses.csv,0.5911143191550969,0.4106497574958985,0.889262589347668,0.4633056796426307,0.2891005367338288,0.7083333333333333,33.51766215708456,97,3.9
Moguls_Männer_Final_1_08_HD_poses.csv,0.33581516261178534,0.21281753248397484,0.8782255439611276,0.659660236107114,0.4906335416023385,0.6891891891891893,32.6634120595553,75,3.0
Moguls_Männer_Final_1_23_HD_poses.csv,0.574204538366214,0.5441187339033382,0.8341496981597766,0.32249407344456016,0.19363694114296504,0.72,31.886039850168537,76,3.0
Moguls_Männer_Final_1_14_HD_poses.csv,0.074088166751893,0.007031911426505277,0.8151149297826306,0.9789731464279672,0.0,0.46706586826347307,23.422740226524688,168,6.7
Moguls_Männer_Final_1_09_HD_poses.csv,0.08378694247352758,0.0,0.8971612256419812,0.5417423312883438,0.0,0.460431654676259,19.831221540801117,140,5.6
